Customer_Firstname,Customer_Lastname,Cust_Name,Gender_Code,Address1,City,State,Country_Code,Postal_Code,Postal_Code_Plus4,Address2,Email_Address,Phone_Number,Creditcard_Type,Locality,Salesman_Id,Nationality,National_Id,Creditcard_Number,Driver_License,Cust_Id,Order_Id,Order_Date,Order_Time,Freight_Charges,Order_Salesman,Order_Posted_Date,Order_Ship_Date,Age,Order_Value,Order Size (IF),Order Size (IFS),T_Type,Purchase_Touchpoint,Complete?,Purchase_Status,Order_Type,Generation,Baby Food,Diapers,Formula,Lotion,Baby Wash,Wipes,Fresh Fruits,Fresh Vegetables,Beer,Wine,Club Soda,Sports Drink,Chips,Popcorn,Oatmeal,Medicines,Canned Foods,Cigarettes,Cheese,Cleaning Products,Condiments,Frozen Foods,Kitchen Items,Meat,Office Supplies,Personal Care,Pet Supplies,Sea Food,Spices
Bob ,Davenport ,Bob Davenport ,Mr.,488 Lonely Oak Drive,Atlanta,GA,US,30345,0,,Bob.N.Davenport@pookmail.com,512-912-9995,Discover,,NE103 ,FR,1.28E+14,6.01111E+15,,10167,1901,00:00:00,00:11:26.300000,11.88,SE136 ,00:00:00,2016-09-10 00:00:00,,267.24,Medium,Medium,complete,Phone,No,Frequent,HighValue,GEN_Z,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
Jennifer ,Howard ,Jennifer Howard ,Mrs.,3339 Twin Willow Lane,Atlanta,GA,US,30329,0,,Jennifer.M.Howard@spambob.com,559-927-9392,Discover,,SC199 ,IT,SQOOUI42T60G511Z,6.01156E+15,,10171,2171,00:00:00,00:58:44.900000,18.99,SW343 ,00:00:00,2016-05-30 00:00:00,,50.67,Small,Small,complete,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer ,Howard ,Jennifer Howard ,Mrs.,3339 Twin Willow Lane,Atlanta,GA,US,30329,0,,Jennifer.M.Howard@spambob.com,559-927-9392,Discover,,SC199 ,IT,SQOOUI42T60G511Z,6.01165E+15,,10171,7867,00:00:00,00:29:06.200000,8.99,NC358 ,00:00:00,2016-07-23 00:00:00,,26.97,Small,Small,cancelled,Phone,No,FirstTime,LowValue,GEN_Z,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer ,Howard ,Jennifer Howard ,Mrs.,3339 Twin Willow Lane,Atlanta,GA,US,30329,0,,Jennifer.M.Howard@spambob.com,559-927-9392,Discover,,SC199 ,IT,SQOOUI42T60G511Z,6.01197E+15,,10171,8182,00:00:00,00:22:36.600000,6.87,NE238 ,00:00:00,2016-05-19 00:00:00,,7.12,Small,Small,complete,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jana ,Hall ,Jana Hall ,Mrs.,2050 Randolph Street,Atlantic City,NJ,US,8401,0,,Jana.R.Hall@mailinator.com,410-971-3586,American Express,,NC361 ,ES,X4152416L,3.70602E+14,,10179,5684,00:00:00,00:13:54.600000,18.99,SE400 ,00:00:00,2016-07-03 00:00:00,30,29.89,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jana ,Hall ,Jana Hall ,Mrs.,2050 Randolph Street,Atlantic City,NJ,US,8401,0,,Jana.R.Hall@mailinator.com,410-971-3586,American Express,,NC361 ,ES,X4152416L,3.40179E+14,,10179,8402,00:00:00,00:43:52.600000,23.37,SW274 ,00:00:00,2016-01-25 00:00:00,30,49.78,Small,Small,in-progress,Phone,No,Occasional,LowValue,GEN_Y,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlene ,Cruz ,Arlene Cruz ,Mrs.,4858 Bottom Lane,Auburn,WA,US,98002,0,,Arlene.M.Cruz@mailinator.com,817-905-6598,JCB,,SW211 ,IT,CQQVJC41M50H989G,3.52803E+15,,10183,2269,00:00:00,00:32:45.100000,7.12,RP190 ,00:00:00,2016-06-15 00:00:00,35,30.79,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Arlene ,Cruz ,Arlene Cruz ,Mrs.,4858 Bottom Lane,Auburn,WA,US,98002,0,,Arlene.M.Cruz@mailinator.com,817-905-6598,JCB,,SW211 ,IT,CQQVJC41M50H989G,3.5285E+15,,10183,6950,00:00:00,00:27:55.600000,10.45,SW217 ,00:00:00,2016-10-06 00:00:00,35,42.66,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mildred ,Carey ,Mildred Carey ,Mrs.,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.43374E+14,,10187,1385,00:00:00,00:50:44.900000,7.12,WE223 ,00:00:00,2016-10-07 00:00:00,75,150.79,Medium,Medium,cancelled,Desktop,No,Frequent,MediumValue,BABY_BOOMERS,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Mildred ,Carey ,Mildred Carey ,Mrs.,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.4729E+14,,10187,2039,00:00:00,00:27:55.600000,27.97,SE271 ,00:00:00,2016-10-09 00:00:00,75,219.64,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Mildred ,Carey ,Mildred Carey ,Mrs.,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.70889E+14,,10187,2961,00:00:00,00:11:26.300000,19.25,SE136 ,00:00:00,2016-09-10 00:00:00,75,260.84,Medium,Medium,complete,Phone,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
Mildred ,Carey ,Mildred Carey ,Mrs.,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.4148E+14,,10187,3576,00:00:00,00:27:56.400000,11.15,SE268 ,00:00:00,2016-12-16 00:00:00,75,260.57,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
Yasmin ,Cole ,Yasmin Cole ,Mrs.,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.76193E+15,,10195,1210,00:00:00,00:29:06.200000,23.37,SW406 ,00:00:00,2016-03-11 00:00:00,68,550,Large,Large,complete,Desktop,No,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Yasmin ,Cole ,Yasmin Cole ,Mrs.,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.27637E+15,,10195,1562,00:00:00,00:57:28.600000,24.08,WE226 ,00:00:00,2016-09-20 00:00:00,68,31.03,Small,Small,abandoned,Desktop,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasmin ,Cole ,Yasmin Cole ,Mrs.,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.02938E+15,,10195,1950,00:00:00,00:29:06.200000,13.33,NC358 ,00:00:00,2016-07-23 00:00:00,68,211.78,Medium,Medium,complete,Desktop,No,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
Yasmin ,Cole ,Yasmin Cole ,Mrs.,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.38923E+15,,10195,4525,00:00:00,00:44:16.600000,10.15,NE178 ,00:00:00,2016-12-20 00:00:00,68,235.03,Medium,Medium,complete,Desktop,No,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0
Yasmin ,Cole ,Yasmin Cole ,Mrs.,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.32247E+15,,10195,7524,00:47:25,00:47:25.400000,16.25,SC124 ,00:47:25,2016-05-08 00:00:00,68,240.8,Medium,Medium,complete,Desktop,No,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Jodi ,Bugg ,Jodi Bugg ,Mrs.,1177 Petunia Way,Avio,TN,IT,38063,0,,Jodi.S.Bugg@spambob.com,0396 3484999,American Express,,NC100 ,FR,2.53E+14,3.44866E+14,,10203,1078,00:00:00,00:27:55,16.25,NE172 ,00:00:00,2016-10-08 00:00:00,38,39.62,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jodi ,Bugg ,Jodi Bugg ,Mrs.,1177 Petunia Way,Avio,TN,IT,38063,0,,Jodi.S.Bugg@spambob.com,0396 3484999,American Express,,NC100 ,FR,2.53E+14,3.70252E+14,,10203,7969,00:00:00,00:34:16.600000,26.87,WE355 ,00:00:00,2016-12-20 00:00:00,38,11.64,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Henry ,Williams ,Henry Williams ,Mr.,303 School Street,Back Plains,QLD,AU,4361,0,,Henry.C.Williams@spambob.com,(03) 5390 3807,American Express,,SW346 ,UK,TS214786A,3.42963E+14,,10207,8579,00:00:00,00:25:36.600000,23.12,SE133 ,00:00:00,2016-07-03 00:00:00,70,22.85,Small,Small,complete,Desktop,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen ,Rice ,Allen Rice ,Mr.,491 Browning Lane,Badia Di Cava De Tirreni,SA,IT,84010,0,,Allen.L.Rice@pookmail.com,0310 4718739,VISA,,WE223 ,UK,YH860602C,4.43328E+15,,10211,3605,00:47:25,00:47:25.400000,13.51,WE289 ,00:47:25,2016-05-08 00:00:00,,77.9,Small,Small,in-progress,Phone,No,FirstTime,MediumValue,GEN_Z,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen ,Rice ,Allen Rice ,Mr.,491 Browning Lane,Badia Di Cava De Tirreni,SA,IT,84010,0,,Allen.L.Rice@pookmail.com,0310 4718739,VISA,,WE223 ,UK,YH860602C,4.72268E+15,,10211,4985,00:00:00,00:22:36.600000,11.05,NE238 ,00:00:00,2016-05-19 00:00:00,,237.25,Medium,Medium,complete,Phone,No,FirstTime,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Allen ,Rice ,Allen Rice ,Mr.,491 Browning Lane,Badia Di Cava De Tirreni,SA,IT,84010,0,,Allen.L.Rice@pookmail.com,0310 4718739,VISA,,WE223 ,UK,YH860602C,4.60419E+15,,10211,7014,00:00:00,00:47:56.400000,8.15,SC259 ,00:00:00,2016-02-20 00:00:00,,27.23,Small,Small,abandoned,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bradford ,Claassen ,Bradford Claassen ,Mr.,2895 Jennifer Lane,Bagnasco,CN,IT,12071,0,,Bradford.H.Claassen@mailinator.com,0378 3425616,JCB,,SE268 ,FR,7.96E+14,3.52817E+15,,10215,28,00:00:00,00:36:44.900000,13.88,RP319 ,00:00:00,2016-07-20 00:00:00,,114.25,Medium,Medium,complete,Phone,No,FirstTime,MediumValue,GEN_Z,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford ,Claassen ,Bradford Claassen ,Mr.,2895 Jennifer Lane,Bagnasco,CN,IT,12071,0,,Bradford.H.Claassen@mailinator.com,0378 3425616,JCB,,SE268 ,FR,7.96E+14,3.52861E+15,,10215,9132,00:47:25,00:47:25.400000,6.87,SC394 ,00:47:25,2016-05-08 00:00:00,,132.36,Medium,Medium,complete,Phone,No,FirstTime,MediumValue,GEN_Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Elizabeth ,Turner ,Elizabeth Turner ,Mrs.,4107 Limer Street,Baia Del Re,PC,IT,29100,0,,Elizabeth.J.Turner@trashymail.com,0356 9028368,American Express,,NE172 ,ES,6111899V,3.44368E+14,,10219,2700,00:47:25,00:47:25.400000,22.95,SW412 ,00:47:25,2016-05-08 00:00:00,age-45,15.63,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth ,Turner ,Elizabeth Turner ,Mrs.,4107 Limer Street,Baia Del Re,PC,IT,29100,0,,Elizabeth.J.Turner@trashymail.com,0356 9028368,American Express,,NE172 ,ES,6111899V,3.40918E+14,,10219,5899,00:00:00,00:50:44.900000,28.55,SC127 ,00:00:00,2016-07-30 00:00:00,age-45,33.63,Small,Small,complete,Desktop,No,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight ,Armenta ,Dwight Armenta ,Mr.,1043 Lynn Avenue,Bakersfield,CA,US,93307,0,,Dwight.L.Armenta@dodgeit.com,512-885-6258,Diners Club,,WE349 ,CA,321140626,3.68467E+13,,10223,3590,00:00:00,00:29:06.200000,6.15,NC298 ,00:00:00,2016-07-27 00:00:00,age-24,80.57,Small,Small,complete,Phone,No,FirstTime,MediumValue,GEN_Z,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight ,Armenta ,Dwight Armenta ,Mr.,1043 Lynn Avenue,Bakersfield,CA,US,93307,0,,Dwight.L.Armenta@dodgeit.com,512-885-6258,Diners Club,,WE349 ,CA,321140626,3.65583E+13,,10223,4750,00:00:00,00:39:06.200000,17.87,SC130 ,00:00:00,2016-02-27 00:00:00,age-24,39.36,Small,Small,complete,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight ,Armenta ,Dwight Armenta ,Mr.,1043 Lynn Avenue,Bakersfield,CA,US,93307,0,,Dwight.L.Armenta@dodgeit.com,512-885-6258,Diners Club,,WE349 ,CA,321140626,3.67438E+13,,10223,6558,00:00:00,00:58:44.900000,48.52,SW145 ,00:00:00,2016-10-07 00:00:00,age-24,106.06,Medium,Medium,complete,Phone,No,FirstTime,MediumValue,GEN_Z,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael ,Pritchard ,Michael Pritchard ,Mr.,1117 Yorkshire Circle,Balliang,VIC,AU,3340,0,,Michael.M.Pritchard@trashymail.com,(08) 9072 2460,Diners Club,,SW412 ,CA,329443600,3.62046E+13,,10227,2083,00:00:00,00:57:39.400000,8.99,SW142 ,00:00:00,2016-04-30 00:00:00,36,350,Large,Large,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michael ,Pritchard ,Michael Pritchard ,Mr.,1117 Yorkshire Circle,Balliang,VIC,AU,3340,0,,Michael.M.Pritchard@trashymail.com,(08) 9072 2460,Diners Club,,SW412 ,CA,329443600,3.63911E+13,,10227,3492,00:00:00,00:44:52.600000,8.23,SE205 ,00:00:00,2016-01-25 00:00:00,36,16,Small,Small,in-progress,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth ,Martinez ,Elizabeth Martinez ,Mrs.,947 Rainbow Road,Baltimore,MD,US,21202,0,,Elizabeth.B.Martinez@mailinator.com,314-268-8613,Diners Club,,NW118 ,IT,UAAUXX18L25A259N,3.6165E+13,,10231,569,00:00:00,00:07:36.400000,7.12,NW379 ,00:00:00,2016-01-03 00:00:00,73,250.36,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Elizabeth ,Martinez ,Elizabeth Martinez ,Mrs.,947 Rainbow Road,Baltimore,MD,US,21202,0,,Elizabeth.B.Martinez@mailinator.com,314-268-8613,Diners Club,,NW118 ,IT,UAAUXX18L25A259N,3.67744E+13,,10231,1479,00:47:25,00:47:25.400000,13.7,NE109 ,00:47:25,2016-05-08 00:00:00,73,181.03,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Mary ,Bates ,Mary Bates ,Mrs.,1646 Tenmile,Baltimore,MD,US,21201,0,,Mary.T.Bates@pookmail.com,503-337-6080,Diners Club,,NW181 ,ES,2167155A,3.68104E+13,,10235,1511,00:00:00,00:27:55.600000,33.85,SE271 ,00:00:00,2016-10-09 00:00:00,,31.51,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mary ,Bates ,Mary Bates ,Mrs.,1646 Tenmile,Baltimore,MD,US,21201,0,,Mary.T.Bates@pookmail.com,503-337-6080,Diners Club,,NW181 ,ES,2167155A,3.6432E+13,,10235,4669,00:00:00,00:50:44.900000,18.45,WE223 ,00:00:00,2016-10-07 00:00:00,,48.23,Small,Small,complete,Desktop,No,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandy ,Fernandez ,Mandy Fernandez ,Mrs.,4103 Wilmar Farm Road,Banora Point,NSW,AU,2486,0,,Mandy.M.Fernandez@pookmail.com,(03) 5361 9459,Master Card,,WE355 ,ES,2359270E,5.16767E+15,,10239,5977,00:00:00,00:36:44.900000,9.51,RP319 ,00:00:00,2016-07-20 00:00:00,42,32.99,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Megan ,Mauro ,Megan Mauro ,Mrs.,701 Clarksburg Park Road,Barnwell,SC,US,29812,0,,Megan.R.Mauro@pookmail.com,631-732-3842,VISA,,WE220 ,CA,391138112,4.77034E+15,,10243,8013,00:00:00,00:22:36.600000,2.87,SW214 ,00:00:00,2016-09-04 00:00:00,48,41.89,Small,Small,in-progress,Phone,No,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John ,Riley ,John Riley ,Mr.,4904 Hamilton Drive,Barsbittel,,DE,22885,0,,John.S.Riley@spambob.com,04329 69 96 01,Discover,,SE271 ,U.S.,441590001,6.011E+15,,10247,1401,00:00:00,00:27:55,8.15,NE172 ,00:00:00,2016-10-08 00:00:00,40,100.5,Medium,Medium,abandoned,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Felix ,Myers ,Felix Myers ,Mr.,170 Angie Drive,Bisecting,SS,IT,7020,0,,Felix.R.Myers@mailinator.com,0389 7059753,VISA,,SW409 ,UK,AH088707D,4.90784E+15,,10251,4555,00:00:00,00:25:36.600000,12,WE415 ,00:00:00,2016-03-30 00:00:00,52,50.43,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Felix ,Myers ,Felix Myers ,Mr.,170 Angie Drive,Bassacutena,SS,IT,7020,0,,Felix.R.Myers@mailinator.com,0389 7059753,VISA,,SW409 ,UK,AH088707D,4.90278E+15,,10251,6092,00:00:00,00:34:16.600000,22.5,SE403 ,00:00:00,2016-09-09 00:00:00,52,39,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix ,Myers ,Felix Myers ,Mr.,170 Angie Drive,Bassacutena,SS,IT,7020,0,,Felix.R.Myers@mailinator.com,0389 7059753,VISA,,SW409 ,UK,AH088707D,4.70233E+15,,10251,6612,00:00:00,00:27:55.600000,13.7,SW217 ,00:00:00,2016-10-06 00:00:00,52,42.8,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Frank ,Westra ,Frank Westra ,Mr.,3540 Stout Street,Baton Rouge,LA,US,70806,0,,Frank.K.Westra@spambob.com,661-947-3606,VISA,,NW376 ,FR,7.39E+14,4.78485E+15,,10259,1784,00:00:00,00:47:52.600000,9.22,NE241 ,00:00:00,2016-04-25 00:00:00,24,288.95,Medium,Medium,cancelled,Phone,No,FirstTime,HighValue,GEN_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Frank ,Westra ,Frank Westra ,Mr.,3540 Stout Street,Baton Rouge,LA,US,70806,0,,Frank.K.Westra@spambob.com,661-947-3606,VISA,,NW376 ,FR,7.39E+14,4.45448E+15,,10259,8175,00:00:00,00:39:06.200000,6.87,SE331 ,00:00:00,2016-03-27 00:00:00,24,16.94,Small,Small,in-progress,Phone,No,FirstTime,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack ,Owens ,Jack Owens ,Mr.,2374 Christie Way,Beasain,,ES,20200,0,,Jack.L.Owens@spambob.com,91-102-2453,Discover,,WE286 ,FR,1.63E+14,6.01177E+15,,10263,6966,00:00:00,00:47:55.600000,8.99,WE151 ,00:00:00,2016-04-29 00:00:00,69,192.48,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
Therese ,Pickering ,Therese Pickering ,Mrs.,893 Ferry Street,Belfield,ND,US,58622,0,,Therese.B.Pickering@spambob.com,707-565-9536,American Express,,NC427 ,FR,2.15E+14,3.44896E+14,,10271,5712,00:00:00,00:58:44.900000,50,SC322 ,00:00:00,2016-10-05 00:00:00,31,46.48,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Therese ,Pickering ,Therese Pickering ,Mrs.,893 Ferry Street,Belfield,ND,US,58622,0,,Therese.B.Pickering@spambob.com,707-565-9536,American Express,,NC427 ,FR,2.15E+14,3.75702E+14,,10271,9180,00:00:00,00:07:36.400000,43.89,WE352 ,00:00:00,2016-01-04 00:00:00,31,14.6,Small,Small,cancelled,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert ,Ojeda ,Robert Ojeda ,Mr.,546 Lakewood Drive,Belleville,IL,US,62220,0,,Robert.M.Ojeda@mailinator.com,503-705-8957,JCB,,NC361 ,FR,2.29E+14,3.52836E+15,,10275,1998,00:00:00,00:13:54.600000,18.24,SE400 ,00:00:00,2016-07-03 00:00:00,76,236.03,Medium,Medium,complete,Desktop,No,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Robert ,Ojeda ,Robert Ojeda ,Mr.,546 Lakewood Drive,Belleville,IL,US,62220,0,,Robert.M.Ojeda@mailinator.com,503-705-8957,JCB,,NC361 ,FR,2.29E+14,3.52876E+15,,10275,4110,00:00:00,00:33:59.500000,13.25,SE265 ,00:00:00,2016-11-25 00:00:00,76,133.5,Medium,Medium,complete,Desktop,No,Occasional,MediumValue,BABY_BOOMERS,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thomas ,Farris ,Thomas Farris ,Mr.,54 Kelly Drive,Beltsville,MD,US,20705,0,,Thomas.S.Farris@spambob.com,616-788-0599,Diners Club,,SE337 ,CA,751454315,3.61855E+13,,10283,1379,00:00:00,00:44:16.600000,13.33,NE178 ,00:00:00,2016-12-20 00:00:00,68,197.54,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
Thomas ,Farris ,Thomas Farris ,Mr.,54 Kelly Drive,Beltsville,MD,US,20705,0,,Thomas.S.Farris@spambob.com,616-788-0599,Diners Club,,SE337 ,CA,751454315,3.63528E+13,,10283,5101,00:00:00,00:11:26.300000,11.45,SE136 ,00:00:00,2016-09-10 00:00:00,68,270.27,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Thomas ,Farris ,Thomas Farris ,Mr.,54 Kelly Drive,Beltsville,MD,US,20705,0,,Thomas.S.Farris@spambob.com,616-788-0599,Diners Club,,SE337 ,CA,751454315,3.66039E+13,,10283,6946,00:00:00,00:13:54.600000,23.37,NE106 ,00:00:00,2016-07-03 00:00:00,68,233.39,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
